"REF_DATE","GEO","DGUID","Violations and calls for service","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-03","Regina, Saskatchewan, municipal [47063]","47063","Calls for service, overdose","Actual incidents","Number","223","units","0","v1210497678","11.30.1","19","","","","0"
"2020-03","Regina, Saskatchewan, municipal [47063]","47063","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1210497679","11.31.1","","..","","","0"
"2020-03","Regina, Saskatchewan, municipal [47063]","47063","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1210497680","11.32.1","","..","","","0"
"2020-03","Regina, Saskatchewan, municipal [47063]","47063","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1210497681","11.33.1","","..","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1210497682","12.1.1","162","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497683","12.2.1","132","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497684","12.3.1","30","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497685","12.4.1","0","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1210497686","12.5.1","32","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497687","12.6.1","26","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497688","12.7.1","6","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497689","12.8.1","0","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1210497690","12.9.1","10","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1210497691","12.10.1","12","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1210497692","12.11.1","12","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Uttering threats by family","Actual incidents","Number","223","units","0","v1210497693","12.12.1","0","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497694","12.13.1","0","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Total robbery [160]","Actual incidents","Number","223","units","0","v1210497695","12.14.1","26","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1210497696","12.15.1","0","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1210497697","12.16.1","0","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1210497698","12.17.1","225","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1210497699","12.18.1","136","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1210497700","12.19.1","89","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840074","12.34.1","0","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1210497701","12.20.1","91","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Shoplifting [213]","Actual incidents","Number","223","units","0","v1210497702","12.21.1","111","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1210497703","12.22.1","159","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1210497704","12.23.1","204","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1210497705","12.24.1","20","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1210497706","12.25.1","0","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1210497707","12.26.1","612","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1210497708","12.27.1","","..","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1210497709","12.28.1","59","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1210497710","12.29.1","186","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Calls for service, overdose","Actual incidents","Number","223","units","0","v1210497711","12.30.1","11","","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1210497712","12.31.1","","..","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1210497713","12.32.1","","..","","","0"
"2020-03","Saskatoon, Saskatchewan, municipal [47066]","47066","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1210497714","12.33.1","","..","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1210497715","13.1.1","583","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497716","13.2.1","305","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497717","13.3.1","278","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497718","13.4.1","0","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1210497719","13.5.1","62","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497720","13.6.1","44","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497721","13.7.1","18","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497722","13.8.1","0","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1210497723","13.9.1","20","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1210497724","13.10.1","68","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1210497725","13.11.1","48","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Uttering threats by family","Actual incidents","Number","223","units","0","v1210497726","13.12.1","20","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497727","13.13.1","0","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Total robbery [160]","Actual incidents","Number","223","units","0","v1210497728","13.14.1","95","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1210497729","13.15.1","0","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1210497730","13.16.1","0","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1210497731","13.17.1","790","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1210497732","13.18.1","646","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1210497733","13.19.1","144","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840075","13.34.1","0","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1210497734","13.20.1","528","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Shoplifting [213]","Actual incidents","Number","223","units","0","v1210497735","13.21.1","547","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1210497736","13.22.1","425","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1210497737","13.23.1","","..","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1210497738","13.24.1","65","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1210497739","13.25.1","0","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1210497740","13.26.1","1355","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1210497741","13.27.1","335","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1210497742","13.28.1","","..","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1210497743","13.29.1","344","","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Calls for service, overdose","Actual incidents","Number","223","units","0","v1210497744","13.30.1","","..","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1210497745","13.31.1","","..","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1210497746","13.32.1","","..","","","0"
"2020-03","Calgary, Alberta, municipal [48014]","48014","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1210497747","13.33.1","","..","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1210497748","14.1.1","527","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497749","14.2.1","435","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497750","14.3.1","92","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497751","14.4.1","0","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1210497752","14.5.1","91","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497753","14.6.1","75","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497754","14.7.1","16","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497755","14.8.1","0","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1210497756","14.9.1","39","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1210497757","14.10.1","95","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1210497758","14.11.1","","..","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Uttering threats by family","Actual incidents","Number","223","units","0","v1210497759","14.12.1","","..","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497760","14.13.1","95","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Total robbery [160]","Actual incidents","Number","223","units","0","v1210497761","14.14.1","128","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1210497762","14.15.1","0","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1210497763","14.16.1","0","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1210497764","14.17.1","672","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1210497765","14.18.1","544","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1210497766","14.19.1","128","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840076","14.34.1","0","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1210497767","14.20.1","361","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Shoplifting [213]","Actual incidents","Number","223","units","0","v1210497768","14.21.1","1157","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1210497769","14.22.1","551","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1210497770","14.23.1","878","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1210497771","14.24.1","40","","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1210497772","14.25.1","","..","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1210497773","14.26.1","","..","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1210497774","14.27.1","","..","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1210497775","14.28.1","","..","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1210497776","14.29.1","","..","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Calls for service, overdose","Actual incidents","Number","223","units","0","v1210497777","14.30.1","","..","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1210497778","14.31.1","","..","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1210497779","14.32.1","","..","","","0"
"2020-03","Edmonton, Alberta, municipal [48033]","48033","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1210497780","14.33.1","","..","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1210497781","15.1.1","414","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497782","15.2.1","340","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497783","15.3.1","74","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497784","15.4.1","0","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1210497785","15.5.1","35","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497786","15.6.1","32","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497787","15.7.1","3","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497788","15.8.1","0","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1210497789","15.9.1","14","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1210497790","15.10.1","74","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1210497791","15.11.1","66","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Uttering threats by family","Actual incidents","Number","223","units","0","v1210497792","15.12.1","8","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497793","15.13.1","0","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Total robbery [160]","Actual incidents","Number","223","units","0","v1210497794","15.14.1","58","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1210497795","15.15.1","0","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1210497796","15.16.1","0","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1210497797","15.17.1","523","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1210497798","15.18.1","416","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1210497799","15.19.1","107","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840077","15.34.1","0","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1210497800","15.20.1","85","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Shoplifting [213]","Actual incidents","Number","223","units","0","v1210497801","15.21.1","302","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1210497802","15.22.1","225","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1210497803","15.23.1","85","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1210497804","15.24.1","40","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1210497805","15.25.1","9","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1210497806","15.26.1","514","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1210497807","15.27.1","2","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1210497808","15.28.1","446","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1210497809","15.29.1","247","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Calls for service, overdose","Actual incidents","Number","223","units","0","v1210497810","15.30.1","10","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1210497811","15.31.1","45","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1210497812","15.32.1","790","","","","0"
"2020-03","Vancouver, British Columbia, municipal [59023]","59023","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1210497813","15.33.1","3","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1210497814","16.1.1","121","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497815","16.2.1","101","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497816","16.3.1","20","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497817","16.4.1","0","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1210497818","16.5.1","10","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497819","16.6.1","6","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497820","16.7.1","3","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497821","16.8.1","1","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1210497822","16.9.1","1","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1210497823","16.10.1","69","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1210497824","16.11.1","61","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Uttering threats by family","Actual incidents","Number","223","units","0","v1210497825","16.12.1","8","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497826","16.13.1","0","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Total robbery [160]","Actual incidents","Number","223","units","0","v1210497827","16.14.1","12","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1210497828","16.15.1","0","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1210497829","16.16.1","0","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1210497830","16.17.1","135","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1210497831","16.18.1","106","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1210497832","16.19.1","29","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840078","16.34.1","0","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1210497833","16.20.1","34","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Shoplifting [213]","Actual incidents","Number","223","units","0","v1210497834","16.21.1","107","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1210497835","16.22.1","74","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1210497836","16.23.1","64","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1210497837","16.24.1","14","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1210497838","16.25.1","1","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1210497839","16.26.1","","..","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1210497840","16.27.1","","..","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1210497841","16.28.1","","..","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1210497842","16.29.1","1","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Calls for service, overdose","Actual incidents","Number","223","units","0","v1210497843","16.30.1","6","","","","0"
"2020-03","Victoria, British Columbia, municipal [59025]","59025","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1210497844","16.31.1","","..","","","0"
